"","variable","R"
"640","HNRNPA1P40",-0.0410619104103472
"641","MATN3",0.336944913613694
"642","AL021578.1",-0.0236779912623365
"643","AP001610.3",-0.117286204589172
"644","PIGA",0.108408121178704
"645","AP002512.1",0.058713044389118
"646","AP006565.1",0.129199652337226
"647","AC107074.1",-0.115613099007846
"648","MNT",0.0278154053174432
"649","AC009145.3",0.0720123884248045
"650","AL354794.2",0.0116957847947491
"651","MSANTD3",0.118884557160076
"652","AC104333.2",-0.0164894512247548
"653","WDR45BP1",0.154829392332243
"654","LINC01776",0.0134130652040866
"655","AL139130.1",-0.0754319698885907
"656","OR2V2",-0.0268690123474468
"657","PLOD1",0.0960167447804437
"658","SNCA-AS1",-0.0842049868302661
"659","CLPSL2",-0.0291710514233979
"660","PSMB3P2",-0.0169780858201159
"661","Y_RNA",-0.0860890955350386
"662","LINC002481",-0.00178256667705087
"663","AL049636.1",0.0805379039325207
"664","RNA5S10",NA
"665","RNU6-464P",-0.0601278165430727
"666","AC244502.3",0.308331930500101
"667","CD79B",0.723836529379505
"668","AC091812.2",-0.0660423435230332
"669","SNORD42",-0.0159300620719914
"670","FARS2",0.198784550292566
"671","AC020656.2",0.0308828930330606
"672","DDX60L",0.086925754256612
"673","RN7SL802P",-0.0169829352872846
"674","VNN2",0.318285192753085
"675","SH3D21",-0.0816606634014477
"676","RNU6-1307P",-0.0516391836193448
"677","IGHJ1P",0.375093791545021
"678","LINC01219",0.00699615303024822
"679","PRKAG2-AS1",0.235658101521701
"680","LINC01994",-0.0671850523520193
"681","RCN3",0.265477028179682
"682","PPP4C",-0.140534133016698
"683","COX6CP17",0.0437836655246666
"684","AC003101.3",NA
"685","AL121929.1",-0.114875656696734
"686","MIR638",NA
"687","JAKMIP3",0.101363449520319
"688","AL365440.1",-0.0991439955986091
"689","AC099494.1",0.170377251245314
"690","AC004233.2",-0.146736788254767
"691","ALDOA",-0.307932172890057
"692","AC023866.2",0.0934144950866019
"693","CTAGE6",-0.0110454403565071
"694","NCEH1",0.129360993141448
"695","SMARCC2",-0.0534879485155728
"696","RFX4",0.125857110342906
"697","NRAP",-0.105279976539157
"698","NPM1P19",-0.0688981318560067
"699","RCAN3",0.0439271805090119
"700","RNU6-18P",0.0318474057876767
"701","GALC",0.030425059045655
"702","ZBTB21",0.290795247683211
"703","MIR548AM",0.0177744298745146
"704","KBTBD8",0.717259644621297
"705","MIR574",0.0017439265565822
"706","ZNF451",0.201121494210888
"707","AC012506.2",0.00655071430974661
"708","AC007557.2",0.00478516103795691
"709","LCN6",0.468009832280776
"710","MED31",0.131098771711035
"711","RNF24",0.124517905787718
"712","BCL7C",-0.0173290164233014
"713","SNORD114-6",-0.00360916468315701
"714","AC098851.1",0.130899025706155
"715","DROSHA",-0.0239198352593878
"716","AC087499.6",0.118133474855213
"717","MIR569",-0.164883841685426
"718","LEMD2",-0.0262010428662
"719","BTLA",0.779294159332199
"720","RNA5-8SP7",0.058713044389118
"721","TSPAN19",0.0743827893598958
"722","IGLC3",0.593984857638512
"723","TRAJ36",0.269895204299365
"724","PRDM10",0.0821125256411915
"725","LINC01686",0.403340794700273
"726","RNU6-78P",-0.0530539557732994
"727","DUX4L11",NA
"728","AC015712.1",0.138985459789735
"729","AC137803.1",0.0280274313195378
"730","AL022316.1",0.233135203033365
"731","AC008738.4",0.154991633696207
"732","UQCRB",-0.0383754457660807
"733","U8",-0.0159799498792048
"734","MIR3117",0.105624502335778
"735","DIPK1B",0.203277295116802
"736","Z98742.1",-0.0859990358892111
"737","MRPL20-AS1",0.0265533759782469
"738","RNF5",-0.00977077446600135
"739","ONECUT1",0.0430744210147736
"740","AC091946.2",0.0171549015470582
"741","MIR217",0.0535003637504327
"742","POTEC",-0.0534825020241781
"743","RN7SL49P",0.0508450035957283
"744","BNIP3P32",0.0582260226704057
"745","ITFG1-AS1",0.110595418181238
"746","CCDC63",0.203888051612907
"747","CDK8",-0.0769628885741557
"748","USP9YP34",NA
"749","Z98949.3",-0.114649030708312
"750","AL162386.2",0.10912876353381
"751","AL606490.5",-0.030417601310025
"752","PCBP3",0.40655956668999
"753","LAMA1",0.259941218097182
"754","DEFB4B",-0.0628698325345798
"755","TAF9B",0.213449171967422
"756","PLK3",0.317672093326472
"757","DOC2A",-0.00788967395253058
"758","ULK4P1",0.0876500168497309
"759","MPLKIP",-0.154097962539227
"760","RN7SL144P",0.067661312306325
"761","LIPJ",0.114464512018969
"762","RIC8B",0.156000959460791
"763","TRAJ23",0.218353920300584
